row_index_zero_based,split,label
672,test,0
673,train,0
674,train,0
675,train,0
676,train,0
677,test,0
678,train,0
679,train,0
680,train,0
681,train,0
682,train,0
683,test,0
684,train,0
685,train,0
686,train,0
687,train,0
688,train,0
689,test,0
690,test,0
691,train,1
692,test,1
693,train,0
694,train,1
695,train,1
696,train,1
697,train,0
698,train,0
699,train,0
700,train,1
701,train,0
702,train,0
703,train,0
704,test,0
705,train,0
706,train,0
707,train,0
708,train,0
709,train,1
710,test,0
711,train,0
712,train,1
713,train,0
714,train,0
715,test,1
716,test,0
717,test,1
718,train,0
719,train,1
720,test,0
721,train,1
722,train,0
723,test,0
724,train,0
725,train,0
726,train,0
727,train,0
728,train,0
729,train,0
730,train,0
731,test,0
732,train,1
733,train,0
734,train,0
735,train,0
736,train,0
737,train,0
738,train,0
739,test,0
740,train,0
741,test,0
742,train,0
743,test,0
744,train,0
745,train,0
746,train,0
747,train,0
748,train,0
749,test,0
750,train,0
751,test,0
752,train,0
753,train,0
754,train,0
755,test,0
756,test,0
757,test,0
758,train,0
759,train,0
760,train,0
761,train,0
762,test,0
763,train,0
764,test,0
765,train,0
766,train,0
767,train,0
768,test,0
769,train,0
770,train,0
771,test,0
772,test,0
773,test,0
774,test,0
775,test,0
776,train,0
777,train,0
778,test,0
779,test,0
780,train,0
781,train,0
782,train,0
783,test,0
784,train,0
785,train,0
786,train,0
787,test,0
788,train,0
789,train,0
790,train,0
791,test,0
792,train,0
793,train,0
794,train,0
795,train,0
796,train,0
797,test,0
798,train,0
799,test,0
800,test,0
801,test,1
802,train,0
803,train,0
804,train,0
805,test,0
806,test,0
807,test,0
808,train,0
809,train,0
810,train,0
811,train,0
812,train,0
813,train,0
814,test,0
815,test,0
816,test,0
817,train,0
818,train,0
819,test,0
820,test,0
821,train,0
822,train,0
823,train,0
824,train,0
825,test,0
826,test,0
827,train,0
828,train,0
829,train,0
830,test,0
831,train,0
832,train,0
833,train,0
834,test,0
835,train,0
836,train,0
837,train,0
838,train,0
839,train,0
840,train,0
841,train,0
842,train,0
843,test,0
844,train,0
845,test,0
846,train,0
847,train,0
848,test,0
849,test,0
850,train,0
851,test,0
852,test,0
853,train,0
854,train,0
855,test,0
856,test,0
857,test,0
858,train,0
859,train,0
860,train,0
861,train,0
862,train,0
863,train,0
864,test,0
865,train,0
866,train,0
867,test,0
868,test,0
869,train,0
870,test,0
871,train,0
872,train,0
873,train,0
874,train,0
875,train,0
876,train,0
877,test,0
878,test,0
879,train,0
880,test,0
881,train,0
882,train,0
883,test,0
884,train,0
885,test,0
886,test,0
887,train,0
888,train,0
889,train,0
890,test,0
891,train,0
892,test,0
893,train,0
894,train,0
895,train,0
896,test,0
897,train,0
898,train,0
899,train,0
900,test,0
901,test,0
902,train,0
903,train,0
904,train,0
905,train,0
906,train,0
907,train,0
908,train,1
909,test,0
910,train,0
911,train,0
912,test,0
913,test,0
914,train,0
915,test,0
916,train,0
917,train,0
918,train,0
919,test,0
920,train,0
921,train,0
922,test,0
923,train,0
924,train,0
925,train,0
926,train,0
927,train,0
928,train,0
929,train,0
930,train,0
931,train,0
932,test,0
933,test,0
934,train,0
935,train,0
936,train,0
937,train,0
938,train,0
939,train,0
940,train,0
941,test,0
942,train,0
943,test,0
944,test,0
945,train,0
946,test,0
947,train,0
948,test,0
949,train,0
950,train,0
951,test,0
952,train,0
953,test,0
954,train,0
955,test,0
956,train,0
957,train,0
958,train,0
959,train,0
960,train,0
961,train,0
962,train,0
963,train,0
964,train,0
965,train,0
966,test,0
967,train,0
968,test,0
969,test,0
970,test,0
971,test,0
972,test,0
973,train,0
974,train,0
975,train,0
976,train,0
977,train,0
978,test,0
979,train,0
980,train,0
981,test,0
982,train,0
983,train,0
984,test,0
985,train,0
986,test,0
987,train,0
988,test,0
989,train,0
990,test,0
991,train,0
992,train,0
993,test,0
994,test,0
995,test,0
996,test,0
997,train,0
998,test,0
999,train,0
1000,test,0
1001,train,0
1002,test,0
1003,test,0
1004,train,0
1005,train,0
1006,train,0
1007,train,0
1008,test,0
1009,train,0
1010,train,0
1011,train,0
1012,test,0
1013,test,0
1014,test,0
1015,train,0
1016,train,0
1017,train,0
1018,train,0
1019,train,0
1020,train,0
1021,train,0
1022,train,0
1023,train,0
1024,train,0
1025,train,0
1026,test,0
1027,train,0
1028,train,0
1029,test,0
1030,test,0
1031,train,0
1032,train,0
1033,train,0
1034,train,0
1035,train,0
1036,train,0
1037,test,0
1038,test,0
1039,train,0
1040,train,0
1041,train,0
1042,test,0
1043,train,0
1044,train,0
1045,train,0
1046,test,0
1047,train,0
1048,train,0
1049,train,0
1050,train,0
1051,test,0
1052,test,0
1053,train,0
1054,train,0
1055,train,0
1056,train,0
1057,train,0
1058,train,0
1059,train,0
1060,train,0
1061,train,0
1062,train,0
1063,test,0
1064,train,0
1065,test,0
1066,train,0
1067,train,0
1068,train,0
1069,train,0
1070,train,0
1071,test,0
1072,test,0
1073,test,0
1074,test,0
1075,test,0
1076,test,0
1077,test,0
1078,test,0
1079,train,0
1080,train,0
1081,train,0
1082,train,0
1083,train,0
1084,train,0
1085,test,0
1086,train,0
1087,test,0
1088,test,0
1089,test,0
1090,test,0
1091,train,0
1092,train,0
1093,test,0
1094,train,0
1095,test,0
1096,train,0
1097,train,0
1098,test,0
1099,train,0
1100,train,0
1101,train,0
1102,train,0
1103,train,0
1104,train,0
1105,train,0
1106,train,0
1107,train,0
1108,train,0
1109,test,0
1110,train,1
1111,test,0
1112,train,0
1113,train,0
1114,test,0
1115,test,0
1116,train,0
1117,train,0
1118,train,0
1119,train,0
1120,train,0
1121,train,0
1122,train,0
1123,train,0
1124,train,0
1125,train,0
1126,train,0
1127,test,0
1128,train,0
1129,train,0
1130,test,0
1131,test,0
1132,train,0
1133,train,0
1134,test,0
1135,test,0
1136,train,0
1137,train,0
1138,train,0
1139,test,0
1140,test,0
1141,train,0
1142,train,0
1143,test,0
1144,train,0
1145,train,0
1146,train,0
1147,test,0
1148,train,0
1149,train,0
1150,test,0
1151,test,0
1152,train,0
1153,train,0
1154,test,0
1155,train,0
1156,train,0
1157,test,0
1158,test,0
1159,train,0
1160,train,0
1161,test,0
1162,train,0
1163,train,0
1164,test,0
1165,train,0
1166,train,0
1167,test,0
1168,train,0
1169,train,0
1170,test,0
1171,train,0
1172,train,0
1173,train,0
1174,train,0
1175,train,0
1176,train,0
1177,train,0
1178,test,0
1179,test,0
1180,train,0
1181,test,0
1182,train,0
1183,train,0
1184,test,0
1185,test,0
1186,train,0
1187,train,0
1188,test,0
1189,test,0
1190,train,0
1191,train,0
1192,test,1
1193,train,0
1194,train,0
1195,train,0
1196,test,0
1197,test,0
1198,train,0
1199,train,0
1200,train,0
1201,test,0
1202,test,0
1203,train,0
1204,train,0
1205,train,0
1206,train,1
1207,train,0
1208,train,0
1209,test,0
1210,train,0
1211,train,0
1212,train,0
1213,test,0
1214,test,0
1215,train,0
1216,test,0
1217,train,0
1218,test,0
1219,test,0
1220,train,0
1221,train,0
1222,train,0
1223,train,0
1224,train,0
1225,train,0
1226,train,0
1227,train,0
1228,train,0
1229,train,0
1230,train,0
1231,train,0
1232,train,0
1233,train,0
1234,train,0
1235,train,0
1236,test,0
1237,train,0
1238,train,0
1239,train,0
1240,test,0
1241,train,0
1242,train,0
1243,test,0
1244,test,0
1245,train,0
1246,train,0
1247,test,0
1248,train,0
1249,train,0
1250,test,0
1251,test,0
1252,train,0
1253,train,0
1254,train,0
1255,train,0
1256,train,0
1257,test,0
1258,train,0
1259,train,0
1260,test,0
1261,test,0
1262,test,0
1263,test,0
1264,train,0
1265,train,0
1266,test,0
1267,train,0
1268,test,0
1269,test,0
1270,test,0
1271,test,0
1272,train,0
1273,test,0
1274,test,0
1275,test,0
1276,test,0
1277,test,0
1278,train,0
1279,test,0
1280,train,0
1281,train,0
1282,train,0
1283,test,0
1284,train,0
1285,train,0
1286,train,0
1287,test,0
1288,test,0
1289,test,0
1290,train,0
1291,train,0
1292,train,0
1293,test,0
1294,train,0
1295,test,0
1296,train,0
1297,train,0
1298,train,0
1299,train,0
1300,train,0
1301,test,0
1302,train,0
1303,train,0
1304,test,0
1305,test,0
1306,train,0
1307,test,0
1308,train,0
1309,test,0
1310,train,0
1311,train,0
1312,test,0
1313,train,0
1314,train,0
1315,train,0
1316,train,0
1317,train,0
1318,test,0
1319,train,0
1320,train,0
1321,train,0
1322,test,0
1323,train,0
1324,test,0
1325,train,0
1326,test,0
1327,train,0
1328,train,0
1329,train,0
1330,test,0
1331,train,0
1332,train,0
1333,test,0
1334,test,0
1335,test,0
1336,test,0
1337,train,0
1338,test,0
1339,test,0
1340,test,0
1341,train,0
1342,train,0
1343,train,0
1344,train,0
1345,test,0
1346,train,0
1347,train,0
1348,test,0
1349,train,0
1350,train,0
1351,train,0
1352,train,0
1353,train,0
1354,train,0
1355,train,0
1356,train,0
1357,test,0
1358,train,0
1359,test,0
1360,train,0
1361,test,0
1362,train,0
1363,train,0
1364,test,0
1365,train,0
1366,train,0
1367,test,0
1368,train,0
1369,train,0
1370,train,0
1371,test,0
1372,train,1
1373,train,0
1374,test,0
1375,test,0
1376,train,0
1377,train,0
1378,test,0
1379,test,0
1380,train,0
1381,train,0
1382,train,0
1383,train,0
1384,test,0
1385,train,1
1386,train,0
1387,train,0
1388,test,0
1389,train,0
1390,test,0
1391,train,0
1392,train,0
1393,train,0
1394,train,0
1395,train,0
1396,train,0
1397,test,0
1398,test,0
1399,test,0
1400,test,0
1401,train,0
1402,train,0
1403,train,0
1404,train,0
1405,test,0
1406,train,0
1407,train,0
1408,train,0
1409,train,0
1410,train,0
1411,train,0
1412,train,0
1413,train,0
1414,test,0
1415,train,0
1416,train,0
1417,test,0
1418,train,0
1419,test,0
1420,test,0
1421,train,0
1422,train,0
1423,test,0
1424,train,0
1425,train,0
1426,train,0
1427,train,0
1428,test,0
1429,test,0
1430,train,0
1431,train,0
1432,train,0
1433,train,0
1434,train,0
1435,test,0
1436,train,0
1437,train,0
1438,train,0
1439,train,0
1440,train,0
1441,train,0
1442,train,0
1443,train,0
1444,train,0
1445,train,0
1446,train,0
1447,test,0
1448,test,0
1449,train,0
1450,test,0
1451,test,0
1452,train,0
1453,train,0
1454,train,0
1455,train,0
1456,train,0
1457,train,0
1458,train,0
1459,train,0
1460,train,0
1461,train,0
1462,test,0
1463,train,0
1464,train,0
1465,train,0
1466,train,0
1467,train,0
1468,train,0
1469,test,0
1470,train,0
1471,test,0
1472,train,0
1473,test,0
1474,train,0
1475,train,0
1476,test,0
1477,test,0
1478,train,0
1479,train,0
1480,train,0
1481,train,0
1482,train,0
1483,train,0
1484,train,0
1485,train,0
1486,train,1
1487,test,0
1488,train,0
1489,test,0
1490,train,0
1491,test,0
1492,train,0
1493,test,0
1494,train,1
1495,train,0
1496,test,0
1497,train,0
1498,train,0
1499,train,1
1500,train,0
1501,train,0
1502,train,0
1503,train,0
1504,train,0
1505,train,0
1506,train,0
1507,train,0
1508,train,0
1509,train,0
1510,test,0
1511,train,0
1512,train,0
1513,train,0
1514,test,0
1515,train,0
1516,test,0
1517,train,0
1518,test,0
1519,train,0
1520,train,0
1521,train,1
1522,train,0
1523,test,0
1524,train,0
1525,train,0
1526,test,0
1527,test,0
1528,train,0
1529,train,0
1530,train,0
1531,train,0
1532,train,0
1533,train,0
1534,test,0
1535,test,0
1536,test,0
1537,train,0
1538,train,0
1539,train,0
1540,train,0
1541,train,0
1542,test,0
1543,test,0
1544,test,0
1545,train,0
1546,train,0
1547,train,0
1548,train,1
1549,train,0
1550,train,0
1551,train,0
1552,test,1
1553,train,0
1554,test,0
1555,train,0
1556,train,0
1557,train,0
1558,train,0
1559,train,0
1560,test,0
1561,test,0
1562,train,0
1563,test,0
1564,train,0
1565,train,0
1566,train,0
1567,test,0
1568,test,1
1569,test,0
1570,test,0
1571,train,0
1572,train,0
1573,test,0
1574,train,0
1575,test,0
1576,train,0
1577,train,0
1578,train,0
1579,train,0
1580,test,0
1581,train,0
1582,train,0
1583,train,0
1584,train,0
1585,train,0
1586,train,0
1587,train,0
1588,train,0
1589,train,0
1590,train,0
1591,train,0
1592,train,0
1593,train,0
1594,test,0
1595,train,0
1596,train,0
1597,train,0
1598,train,0
1599,train,0
1600,test,0
1601,train,0
1602,train,0
1603,train,0
1604,test,0
1605,train,0
1606,train,0
1607,train,0
1608,test,0
1609,test,0
1610,train,0
1611,train,1
1612,train,0
1613,test,0
1614,train,0
1615,test,0
1616,test,0
1617,train,0
1618,train,0
1619,train,0
1620,train,0
1621,train,0
1622,train,0
1623,test,0
1624,train,0
1625,train,0
1626,test,0
1627,test,0
1628,train,0
1629,test,0
1630,train,0
1631,test,0
1632,train,0
1633,train,0
1634,test,1
1635,train,0
1636,test,0
1637,train,0
1638,train,0
1639,test,0
1640,train,0
1641,train,0
1642,train,0
1643,train,0
1644,train,0
1645,train,0
1646,train,0
1647,test,0
1648,test,0
1649,train,0
1650,train,0
1651,test,0
1652,test,0
1653,train,0
1654,test,0
1655,train,0
1656,test,0
1657,train,0
1658,train,0
1659,test,0
1660,test,0
1661,test,0
1662,train,0
1663,test,0
1664,train,0
1665,train,0
1666,test,0
1667,train,0
1668,test,1
1669,test,0
1670,train,0
1671,train,0
1672,train,1
1673,train,0
1674,test,0
1675,train,0
1676,test,0
1677,train,0
1678,train,0
1679,train,0
1680,train,0
1681,train,0
1682,test,0
1683,test,0
1684,train,0
1685,train,0
1686,train,1
1687,train,0
1688,train,0
1689,test,0
1690,train,1
1691,test,0
1692,train,0
1693,train,0
1694,train,0
1695,train,0
1696,train,0
1697,train,0
1698,train,0
1699,train,0
1700,test,1
1701,train,0
1702,test,1
1703,train,0
1704,train,0
1705,train,0
1706,test,0
1707,train,0
1708,test,0
1709,test,0
1710,train,0
1711,train,0
1712,train,0
1713,train,0
1714,train,0
1715,train,0
1716,train,0
1717,test,0
1718,train,0
1719,test,0
1720,train,0
1721,train,0
1722,train,0
1723,test,1
1724,test,0
1725,train,0
1726,test,0
1727,test,0
1728,test,0
1729,train,0
1730,train,0
1731,train,1
1732,train,0
1733,train,0
1734,train,0
1735,test,0
1736,train,0
1737,test,1
1738,test,0
1739,test,1
1740,train,0
1741,train,0
1742,test,0
1743,train,0
1744,train,0
1745,test,0
1746,train,0
1747,train,0
1748,train,0
1749,train,0
1750,train,0
1751,train,0
1752,train,0
1753,train,0
1754,train,0
1755,train,0
1756,train,0
1757,train,0
1758,train,0
1759,test,0
1760,train,0
1761,train,1
1762,train,0
1763,train,0
1764,train,0
1765,train,0
1766,train,0
1767,train,0
1768,test,0
1769,train,0
1770,train,0
1771,train,0
1772,train,0
1773,test,0
1774,test,0
1775,train,0
1776,train,0
1777,test,0
1778,test,0
1779,test,0
1780,train,0
1781,test,0
1782,train,0
1783,train,0
1784,train,0
1785,train,1
1786,train,0
1787,test,0
1788,train,0
1789,train,0
1790,train,0
1791,train,0
1792,test,0
1793,test,0
1794,train,0
1795,train,0
1796,train,0
1797,train,0
1798,train,0
1799,train,0
1800,train,0
1801,train,0
1802,train,0
1803,train,0
1804,train,0
1805,test,0
1806,train,0
1807,test,0
1808,test,0
1809,train,0
1810,train,0
1811,train,0
1812,train,0
1813,train,0
1814,train,0
1815,test,0
1816,train,0
1817,train,0
1818,train,0
1819,train,0
1820,test,0
1821,train,0
1822,test,0
1823,test,0
1824,test,0
1825,train,1
1826,train,0
1827,test,0
1828,test,0
1829,train,0
1830,test,0
1831,test,0
1832,test,0
1833,train,0
1834,train,0
1835,train,1
1836,train,0
1837,train,0
1838,train,1
1839,train,0
1840,test,0
1841,train,0
1842,test,0
1843,test,0
1844,train,0
1845,test,0
1846,test,0
1847,train,0
1848,train,0
1849,train,0
1850,train,0
1851,test,0
1852,test,0
1853,train,0
1854,test,0
1855,train,0
1856,train,0
1857,train,0
1858,train,0
1859,test,0
1860,train,0
1861,train,0
1862,test,0
1863,test,0
1864,train,0
1865,test,0
1866,train,0
1867,train,0
1868,train,0
1869,test,0
1870,train,0
1871,train,0
1872,train,0
1873,train,0
1874,test,0
1875,train,0
1876,train,0
1877,train,0
1878,train,0
1879,train,0
1880,test,0
1881,test,0
1882,test,0
1883,train,0
1884,train,0
1885,train,0
1886,train,0
1887,train,0
1888,train,0
1889,train,0
1890,train,0
1891,train,0
1892,train,0
1893,train,0
1894,train,0
1895,train,0
1896,train,0
1897,train,0
1898,test,0
1899,train,0
1900,train,0
1901,train,0
1902,train,0
1903,train,0
1904,test,0
1905,test,0
1906,test,0
1907,train,0
1908,train,0
1909,train,0
1910,train,0
1911,train,0
1912,train,0
1913,train,0
1914,train,0
1915,test,0
1916,train,0
1917,train,0
1918,train,0
1919,train,0
1920,test,0
1921,train,0
1922,train,0
1923,train,0
1924,train,0
1925,train,0
1926,train,0
1927,train,0
1928,test,0
1929,test,0
1930,train,0
1931,train,0
1932,test,0
1933,train,0
1934,test,0
1935,train,0
1936,train,0
1937,train,0
1938,test,0
1939,test,0
1940,train,0
1941,test,0
1942,train,0
1943,test,0
1944,train,0
1945,train,0
1946,test,0
1947,train,0
1948,train,0
1949,test,0
1950,test,0
1951,train,0
1952,train,1
1953,train,0
1954,test,0
1955,train,0
1956,train,0
1957,train,0
1958,test,0
1959,train,0
1960,train,0
1961,test,0
1962,test,1
1963,train,0
1964,train,0
1965,test,0
1966,train,0
1967,train,0
1968,test,0
1969,train,0
1970,test,0
1971,train,0
1972,test,0
1973,train,0
1974,test,0
1975,train,0
1976,test,0
1977,train,0
1978,train,0
1979,train,0
1980,train,0
1981,train,0
1982,train,0
1983,train,0
1984,train,1
1985,train,0
1986,train,0
1987,train,0
1988,train,0
1989,test,0
1990,train,0
1991,test,0
1992,train,0
1993,test,0
1994,train,0
1995,train,0
1996,train,0
1997,test,0
1998,train,0
1999,train,0
2000,train,0
2001,test,1
2002,train,0
2003,train,0
2004,test,0
2005,train,0
2006,train,0
2007,test,0
2008,train,0
2009,test,0
2010,train,0
2011,test,0
2012,train,0
2013,train,0
2014,test,0
2015,train,0
2016,test,0
2017,train,0
2018,train,0
2019,train,0
2020,train,0
2021,test,0
2022,train,0
2023,train,0
2024,train,0
2025,train,0
2026,train,0
2027,train,0
2028,train,0
2029,train,0
2030,train,0
2031,train,0
2032,test,0
2033,train,0
2034,train,0
2035,test,0
2036,train,0
2037,train,0
2038,train,0
2039,train,0
2040,train,0
2041,test,0
2042,train,0
2043,test,0
2044,train,0
2045,test,1
2046,train,0
2047,test,0
2048,train,0
2049,train,0
2050,train,0
2051,test,0
2052,train,0
2053,train,0
2054,train,0
2055,test,0
2056,test,0
2057,test,0
2058,test,0
2059,train,0
2060,test,0
2061,train,0
2062,train,0
2063,train,0
2064,test,0
2065,train,0
2066,train,0
2067,train,0
2068,train,0
2069,test,0
2070,train,0
2071,test,0
2072,train,0
2073,test,0
2074,test,0
2075,test,0
2076,train,0
2077,train,0
2078,test,0
2079,train,0
2080,train,0
2081,test,0
2082,test,0
2083,test,0
2084,train,0
2085,train,0
2086,train,0
2087,train,0
2088,train,0
2089,test,0
2090,train,0
2091,train,0
2092,train,0
2093,train,0
2094,train,0
2095,train,0
2096,train,0
2097,test,0
2098,train,0
2099,train,0
2100,train,0
2101,test,0
2102,train,0
2103,train,0
2104,test,0
2105,train,0
2106,train,0
2107,test,0
2108,train,0
2109,train,0
2110,train,0
2111,test,0
2112,train,0
2113,train,0
2114,train,0
2115,train,0
2116,train,0
2117,train,0
2118,test,0
2119,train,0
2120,train,0
2121,test,0
2122,train,0
2123,train,0
2124,train,0
2125,test,0
2126,test,0
2127,test,0
2128,train,0
2129,train,0
2130,train,0
2131,train,0
2132,test,0
2133,test,0
2134,test,0
2135,train,0
2136,train,0
2137,test,0
2138,test,0
