row_index_zero_based,label,proba_score,decision_function
779,0,0.086156844307647334,0.019203474112060692
468,0,0.23180021068792023,1.4417639167365355
586,0,0.086506169929005519,0.024619056258687211
376,1,0.19431806792478143,1.1678214395136215
229,0,0.092327354731919706,0.11207407446541329
582,0,0.090639166801104468,0.087235340521820137
2245,0,0.15839899023626722,0.86455849484769209
1236,0,0.092799405677387731,0.11894643956784423
211,0,0.18931278995169701,1.1283367082899551
2035,0,0.09848232210730222,0.19931284430331481
