file,bytes,sha256
data/public_cases/S1-10/README.md,174,b51c7b75950351133a701fc754159c87056d162f3b7e300c4fb6b45711d3ae91
data/public_cases/S1-11/README.md,174,eac0d0bd92eaf70dc2015c3aa9c839b54daad0cdee64a09e271940f37df47459
data/public_cases/S1-12/README.md,174,12ee84689b7499200a9844b6b6df405a4c3bee66be21625afd7132aacdae6eda
data/public_cases/S1-13/README.md,174,a6c2724df20a38becae7a2ed1883dff1e4c737bf5b711b8d7937339ce7769ee5
data/public_cases/S1-14/README.md,174,aedfe70573c3cefec7eaecd07d20ae733ab688ef07eedfe480677ca87215801d
data/public_cases/S1-15/README.md,174,663a60fe7be376d6ad6ffc5930f0711b4d27fd0eacfcdd4bec42242437779a1b
data/public_cases/S1-16/README.md,174,51c05f108fe2641da0c200c38263ec1dff118ec22e82d5c617828f30cc0c4241
data/public_cases/S1-17/README.md,174,e588880b51b8ba8fbedcc68bb7c8bb214cc843972485f43048d96db9770e8cd7
data/public_cases/S1-18/README.md,174,6591c9d122c655db0d6ae58a793b89a5f5db07367b163612f21aafb9cc362f0f
data/public_cases/S1-19/README.md,174,d3a7b35c7ecf2546d00d04d9a4c100fbf32f536283cf4ee952177406d8123e06
data/public_cases/S1-20/README.md,174,533c73e7df895d1cc286644da68d579a4eba3d4385b6130e7f3f2c80d39854a0
data/public_cases/S1-21/README.md,174,87cf63536b1eef82a60a2441f06b2dbc396e82b2e3a7ed8e58ea49a7a5c33520
data/public_cases/S1-22/README.md,174,da382345899c417726d1073b8f6c99f51c65bbed31d73da9a284d079c99195b8
data/public_cases/S1-23/README.md,174,020390b75b3f1936c96425b1a40454b29a2f66976a1756fc743b5095005797f8
data/public_cases/S1-24/README.md,174,6226c018cc13f8b8ca935a6a843509d6f55fc6e4d38c2ec1b39e04b1f9c8599a
data/public_cases/S1-25/README.md,174,b584458c1d424ad0b53aade41047d78af535281a3ace7db245d0e2e6a487996a
data/public_cases/S1-26/README.md,174,f8db21595f5e9a989e7ebb3bba10578717ba14579fbb8f98358b6ea1dbf639db
data/public_cases/S1-27/README.md,174,fd76e18f50d58e1e945daee38c5d5b9b2fba233acba4419bdd0c38f6d1ca8c19
data/public_cases/S1-28/README.md,174,1b7232be201a8ad00846415f24bcb8686cedb7b660fea2db0ff22876aae6e37e
data/public_cases/S1-29/README.md,174,69f3564c95f01f8d7d3bf1f3bc718075c3688e793b57b29305c2948dae859762
data/public_cases/S1-30/README.md,174,ee302780256bd680d30688b9e39718a11cd850d0b61fceffaa6dbc8b731c7374
data/public_cases/S1-31/README.md,174,e277a444a0c3ea48ae58e99cf9c0f702c394679c0c4739b2a30404d928e76b51
data/public_cases/S1-32/README.md,174,02d2534b61969d5336e68113616efb7ce4a26931adc720fd690a901468e0251a
data/public_cases/source_package_inventory.csv,8657,8ba030acad47d720ae48d4a5be62c3985935318518349428618c4174615af0f2
data/raw/seismic+bumps.zip,141803,0acf2dc3a5df784ec77d1b8bfc4f7754ca88d0278828ce0684e4b1f73e04c37b
data/raw/seismic-bumps.arff,141669,aabe512fab65b36d1dfb462650b75cfd8d99d8cc2723e8ecb4e6f5e1caccd5a7
data/README.md,2536,28bf8f889725378b9688d7b9da835724f592f394b4e55b05eb5d03b2b3feb106
environment.yml,148,c35214bfeb36ba156212c3a745415803e54960bdd1d539ddeed1b0a1274d7183
LICENSE.md,1173,022b50fb866eab152459a6d59009765a8d3772d78a92046dd5a6892826cd4d93
metadata/author_release_authorization.json,443,b0f5ec9ecaa05b63f2774f9025d00a34e6b1ca2ae934b4ffcec9e9abefd508a3
metadata/CHANGELOG.md,922,79bfcca7c751d1788173f12835c0da359eb14a52070fa2ad484530bd1c326ae1
metadata/diagram_source_provenance.json,1132,2a8d23f04a14817aad4cc785c3bcc907052bbd28b118fe3c7c7cf89770b8baa3
metadata/frozen_configuration_integrity.json,705,018619c2fcaa8de2db67ff70a9f83313bdaf4837f3cb8df3cd42f6f335600cec
metadata/historical_source/analysis_repository/src/__init__.py.txt,78,0cafe0c3102e98701f10138f892e956fd93cfe84323bfaf63e5d8a757fff91a1
metadata/historical_source/analysis_repository/src/download_data.py.txt,1122,b6fadff3b038d304750866c2ab97a7946b43eb5be4734b118be1d52e5a8e6cf5
metadata/historical_source/analysis_repository/src/run_all.py.txt,287,96ae149575c228c8133d7bc7556fcec16fd5e5ea1b6688efbe00058495fd441f
metadata/historical_source/analysis_repository/src/summarize_case_screening.py.txt,1304,e954efefb9803f3538c58b542241c5d296d2ffa7c405109cfd379fe64b913128
metadata/historical_source/analysis_repository/src/utils.py.txt,1356,6b5bfd748241f08f39e5464532dc52a058155711723558d710be80c6bb33afbb
metadata/historical_source/analysis_repository/src/v2_pipeline.py.txt,9909,f702e9bd94aa0f1267e30365c77a4a2915e586e8640000fdc6e42c98557d5167
metadata/historical_source/analysis_repository/src/validate_data.py.txt,1261,db4d3446a16bc2e27e2191f06d5a865f1147f303942c763b3e4fe5e916063921
metadata/historical_source/analysis_repository/tests/test_dataset.py.txt,222,8aa66b05b1c46fa791742cd888516fe76a6ab4833218619109f6e9e0253a072b
metadata/historical_source/analysis_repository/tests/test_model_outputs.py.txt,482,fd38f2d95359df34e9c6a2bf961475d962b8b1e7e66a862f2319a275e9219010
metadata/historical_source/analysis_repository/tests/test_output_schemas.py.txt,1174,67b1060e8211adb02bff9f6191ea1d168471c3d4965fb5eb4f8e113e0874c7f6
metadata/historical_source/analysis_repository/tests/test_preprocessing.py.txt,571,3664e3b5732e979944c4768476fc822ae7cb7c39d4b0e9d04cf2e9caebaeb8b1
metadata/historical_source/analysis_repository/tests/test_threshold_results.py.txt,591,f34f154e24569291c5e42423402af8688f96cf398a3a13dfd0bd5ee8eea5db9c
metadata/historical_source/analysis_repository/tests/test_v2_configuration.py.txt,1157,e94b7dab8dd0f939b0d9409c575313c5a6f3266848e2fe1b4471395945075a18
metadata/historical_source/diagram_sources/redraw_fig3.R.txt,4988,93d8e732fb901b6d7e66aa4b953499973e4f3e5feefe7afb807fab51327fbd3d
metadata/historical_source/historical_export_scripts/prepare_package_figures.py.txt,4575,64d48bca4fb8b3f7d2557dd1a51a8a4a344a2d37ec0ab779d01a94bfe8544bb2
metadata/historical_source/revision_analysis/code/build_reports.py.txt,22192,4f48f3ec11fd2281edc31b6409c1da52d0fa4fb6815de874952ae512f73cef2a
metadata/historical_source/revision_analysis/code/build_supplement.mjs.txt,3428,7ac3cadbcc8e9efbe0ea2f59d98efbef58365c39382bc59b4616ffeacfab4688
metadata/historical_source/revision_analysis/code/check_baseline.py.txt,4052,4cb2fd40b2834dfd3250533332306dac056115652a586003be8066ab9a317d61
metadata/historical_source/revision_analysis/code/finalize_package.py.txt,8732,a4e2519819f7404569e231a6e573c80f354960576d0cb793c94b2b008eb8cdeb
metadata/historical_source/revision_analysis/code/inspect_manuscript.py.txt,1039,8e2c775f32abd013cea644da8bfcb5bed88f5be394ca0f4a336498cc111c906c
metadata/historical_source/revision_analysis/code/original_baseline/src/__init__.py.txt,78,0cafe0c3102e98701f10138f892e956fd93cfe84323bfaf63e5d8a757fff91a1
metadata/historical_source/revision_analysis/code/original_baseline/src/download_data.py.txt,1122,b6fadff3b038d304750866c2ab97a7946b43eb5be4734b118be1d52e5a8e6cf5
metadata/historical_source/revision_analysis/code/original_baseline/src/run_all.py.txt,287,96ae149575c228c8133d7bc7556fcec16fd5e5ea1b6688efbe00058495fd441f
metadata/historical_source/revision_analysis/code/original_baseline/src/summarize_case_screening.py.txt,1304,e954efefb9803f3538c58b542241c5d296d2ffa7c405109cfd379fe64b913128
metadata/historical_source/revision_analysis/code/original_baseline/src/utils.py.txt,1356,6b5bfd748241f08f39e5464532dc52a058155711723558d710be80c6bb33afbb
metadata/historical_source/revision_analysis/code/original_baseline/src/v2_pipeline.py.txt,9909,f702e9bd94aa0f1267e30365c77a4a2915e586e8640000fdc6e42c98557d5167
metadata/historical_source/revision_analysis/code/original_baseline/src/validate_data.py.txt,1261,db4d3446a16bc2e27e2191f06d5a865f1147f303942c763b3e4fe5e916063921
metadata/historical_source/revision_analysis/code/original_baseline/tests/test_dataset.py.txt,222,8aa66b05b1c46fa791742cd888516fe76a6ab4833218619109f6e9e0253a072b
metadata/historical_source/revision_analysis/code/original_baseline/tests/test_model_outputs.py.txt,482,fd38f2d95359df34e9c6a2bf961475d962b8b1e7e66a862f2319a275e9219010
metadata/historical_source/revision_analysis/code/original_baseline/tests/test_output_schemas.py.txt,1174,67b1060e8211adb02bff9f6191ea1d168471c3d4965fb5eb4f8e113e0874c7f6
metadata/historical_source/revision_analysis/code/original_baseline/tests/test_preprocessing.py.txt,571,3664e3b5732e979944c4768476fc822ae7cb7c39d4b0e9d04cf2e9caebaeb8b1
metadata/historical_source/revision_analysis/code/original_baseline/tests/test_threshold_results.py.txt,591,f34f154e24569291c5e42423402af8688f96cf398a3a13dfd0bd5ee8eea5db9c
metadata/historical_source/revision_analysis/code/original_baseline/tests/test_v2_configuration.py.txt,1157,e94b7dab8dd0f939b0d9409c575313c5a6f3266848e2fe1b4471395945075a18
metadata/historical_source/revision_analysis/code/plot_revision.py.txt,4721,9c13b3ffd8b3083fb8e045f1f3c1b0b5a51904fb19717c5673b2775c9529f32c
metadata/historical_source/revision_analysis/code/render_documents.ps1.txt,1155,dee06c1068def4ef9849cd942d73d032f09591594c002ab19c4faef3755bcf0e
metadata/historical_source/revision_analysis/code/run_revision.py.txt,13756,ea0ba2f54a1f8bfdd64df866a4b504c48ab984464172346b2b475b3ad1bc161a
metadata/historical_source/revision_analysis/code/test_revision.py.txt,6282,f66ccf99d084faab5b06023dbdefb778037f07e13f90d3f0f645a5653bef6fe7
metadata/historical_source/revision_analysis/code/verify_artifacts.py.txt,3641,0f16c505ec0359bbe47dacff2f4cf2d1ed0067e87a934833b968b337e6cead8c
metadata/historical_source/revision_analysis_v2/code/build_reports.py.txt,22192,4f48f3ec11fd2281edc31b6409c1da52d0fa4fb6815de874952ae512f73cef2a
metadata/historical_source/revision_analysis_v2/code/build_supplement.mjs.txt,3428,7ac3cadbcc8e9efbe0ea2f59d98efbef58365c39382bc59b4616ffeacfab4688
metadata/historical_source/revision_analysis_v2/code/check_baseline.py.txt,4052,4cb2fd40b2834dfd3250533332306dac056115652a586003be8066ab9a317d61
metadata/historical_source/revision_analysis_v2/code/content_v2.py.txt,45229,bf470ac30be52b8c0e46c0ff5988c4b0d0f036cb7fcb7041bfae9eaef761cc53
metadata/historical_source/revision_analysis_v2/code/finalize_package.py.txt,8732,a4e2519819f7404569e231a6e573c80f354960576d0cb793c94b2b008eb8cdeb
metadata/historical_source/revision_analysis_v2/code/finalize_v2.py.txt,13052,c431765ac7b50e0d538cde103487021840c4135c683ef42bc6954fa8e8f2c6c7
metadata/historical_source/revision_analysis_v2/code/inspect_manuscript.py.txt,1039,8e2c775f32abd013cea644da8bfcb5bed88f5be394ca0f4a336498cc111c906c
metadata/historical_source/revision_analysis_v2/code/original_baseline/src/__init__.py.txt,78,0cafe0c3102e98701f10138f892e956fd93cfe84323bfaf63e5d8a757fff91a1
metadata/historical_source/revision_analysis_v2/code/original_baseline/src/download_data.py.txt,1122,b6fadff3b038d304750866c2ab97a7946b43eb5be4734b118be1d52e5a8e6cf5
metadata/historical_source/revision_analysis_v2/code/original_baseline/src/run_all.py.txt,287,96ae149575c228c8133d7bc7556fcec16fd5e5ea1b6688efbe00058495fd441f
metadata/historical_source/revision_analysis_v2/code/original_baseline/src/summarize_case_screening.py.txt,1304,e954efefb9803f3538c58b542241c5d296d2ffa7c405109cfd379fe64b913128
metadata/historical_source/revision_analysis_v2/code/original_baseline/src/utils.py.txt,1356,6b5bfd748241f08f39e5464532dc52a058155711723558d710be80c6bb33afbb
metadata/historical_source/revision_analysis_v2/code/original_baseline/src/v2_pipeline.py.txt,9909,f702e9bd94aa0f1267e30365c77a4a2915e586e8640000fdc6e42c98557d5167
metadata/historical_source/revision_analysis_v2/code/original_baseline/src/validate_data.py.txt,1261,db4d3446a16bc2e27e2191f06d5a865f1147f303942c763b3e4fe5e916063921
metadata/historical_source/revision_analysis_v2/code/original_baseline/tests/test_dataset.py.txt,222,8aa66b05b1c46fa791742cd888516fe76a6ab4833218619109f6e9e0253a072b
metadata/historical_source/revision_analysis_v2/code/original_baseline/tests/test_model_outputs.py.txt,482,fd38f2d95359df34e9c6a2bf961475d962b8b1e7e66a862f2319a275e9219010
metadata/historical_source/revision_analysis_v2/code/original_baseline/tests/test_output_schemas.py.txt,1174,67b1060e8211adb02bff9f6191ea1d168471c3d4965fb5eb4f8e113e0874c7f6
metadata/historical_source/revision_analysis_v2/code/original_baseline/tests/test_preprocessing.py.txt,571,3664e3b5732e979944c4768476fc822ae7cb7c39d4b0e9d04cf2e9caebaeb8b1
metadata/historical_source/revision_analysis_v2/code/original_baseline/tests/test_threshold_results.py.txt,591,f34f154e24569291c5e42423402af8688f96cf398a3a13dfd0bd5ee8eea5db9c
metadata/historical_source/revision_analysis_v2/code/original_baseline/tests/test_v2_configuration.py.txt,1157,e94b7dab8dd0f939b0d9409c575313c5a6f3266848e2fe1b4471395945075a18
metadata/historical_source/revision_analysis_v2/code/plot_revision.py.txt,4721,9c13b3ffd8b3083fb8e045f1f3c1b0b5a51904fb19717c5673b2775c9529f32c
metadata/historical_source/revision_analysis_v2/code/plot_v2.py.txt,6939,fd09be185f978bd91e06ad40a1af438f00bc19d83e032f25aa1267c3bc552b7c
metadata/historical_source/revision_analysis_v2/code/render_documents.ps1.txt,1155,dee06c1068def4ef9849cd942d73d032f09591594c002ab19c4faef3755bcf0e
metadata/historical_source/revision_analysis_v2/code/render_v2.ps1.txt,1061,71d2cbea91ebd10ef657f0cd3c5dd41284e4a8c51475eb38134efdcd3ab2b696
metadata/historical_source/revision_analysis_v2/code/run_revision.py.txt,13756,ea0ba2f54a1f8bfdd64df866a4b504c48ab984464172346b2b475b3ad1bc161a
metadata/historical_source/revision_analysis_v2/code/supplement_v2.py.txt,15772,ecbcdca3c840569c6f9dbe7c20d7748676e7491f061e045ed54999345e35290c
metadata/historical_source/revision_analysis_v2/code/test_revision.py.txt,6282,f66ccf99d084faab5b06023dbdefb778037f07e13f90d3f0f645a5653bef6fe7
metadata/historical_source/revision_analysis_v2/code/test_v2.py.txt,9038,c7e420bfbbd2ac36f48239dd9f8a6650f8c44c2b808ffd45cbdab6b24f9bc77c
metadata/historical_source/revision_analysis_v2/code/verify_artifacts.py.txt,3641,0f16c505ec0359bbe47dacff2f4cf2d1ed0067e87a934833b968b337e6cead8c
metadata/historical_source/revision_analysis_v2/code/verify_office_v2.py.txt,5864,de0ebe07ad91c9c4ffe6acaa19880185bae65c611e6b10d5a17aec901f79ffd9
metadata/historical_source/revision_analysis_v2/code/workbooks_v2.mjs.txt,6371,240b0deee84651debad0970a950ccd60a73d8369800917df67fdf192b864bb8e
metadata/layout_migration.json,110777,afae5dabcf9d80fa899a4a1c84e762c7c640f35a6a1a125d18645fe6be870316
metadata/manuscript_baseline_tables.json,8757,936966d9c20ed9bf51602f9abc71bc1b509e8b94464fc8f525582dddede59e0f
metadata/prior_packaging/PACKAGE_CHECK_REPORT.md,9913,4f30d6ef8cc7fac3b72287a9e915da0fef7f79c3334fea55c510935ab889580d
metadata/prior_packaging/package_file_manifest.csv,36278,0d047bf9c50417795fbfdcd9ee68444d52a72b2cd7a2c2f3d6d18a57cd5734e1
metadata/prior_packaging/version_info.txt,395,4cd68a18513a028833416f8e26243a4765a9c6a493f41d708b93c04bc64ea547
metadata/reference_results/actual_pipeline_parameters.json,14767,303c1ea2439cebc1c197e008054648c8fde20febb607628165178708dd7b1d6c
metadata/reference_results/bootstrap_2000_raw.csv,1113875,f3d5a8fee5fc28489ff8367c335a48cf1cc98a1b43616bb1b70ce0be2485e290
metadata/reference_results/bootstrap_2000_summary.csv,1807,b6f6fd55d1eb7eef44328c20d8d067b675339d32c344c172c5c55528f25e7d40
metadata/reference_results/bootstrap_paired_indices.npz,2691770,d9d609ba3dbf7aa3d1f430de5213b89c5fbe5fe131236b6475239c7dac75671d
metadata/reference_results/calibration_bin_data.csv,4556,e3b665e3cc8e11c6636d66052715887b3c30e3da89ce06ffdf27bb34be0d36d3
metadata/reference_results/calibration_results.csv,292,122adae019b09daf71970b0419c83648b493f0c7183d09e6a465802a33a33fce
metadata/reference_results/cost_ratio_sensitivity_full.csv,650795,f8b5ccb955502a275156bbe2e57023412bc60b851a97b07c527b4cd4d9fd3ef3
metadata/reference_results/cost_ratio_sensitivity_summary.csv,10572,41fb1f56b90528ea98a2ca3e2e3b4958fc9b43f13227bbd87ac0ed04c291e8d2
metadata/reference_results/cross_validation_fit_audit.json,114782,11bcd365993a7549ac797d9065c9e372d4746d3fdc0cad0eee06e6f8656d1ede
metadata/reference_results/cross_validation_fold_results.csv,1338,54a377473b88aac1fe26fbbf21a01367cd69a9184845b8eac6854d1103b7c123
metadata/reference_results/cross_validation_results.csv,565,dcde913d80ad87b9c9b7e2c8f2b2755ce0a39e9db73f1ae7ae1f17178dddb338
metadata/reference_results/curve_source_data.csv,152024,3615fab4ca3be31a1f6b76b586bff6af1aa98fd407fd3834102dcf17eb0806fb
metadata/reference_results/delong_covariance.json,784,d1348d8fbb63987da96638ab1f8e5c78739a8eea5533bc9944a5fdc14d874957
metadata/reference_results/delong_pairwise.csv,1016,ba281197aaa11f63e780276c9b4bafedf3747b2abb433315243cac55318836fc
metadata/reference_results/document_table_payload.json,1650,509f543e00e1b6f713df079e189bdcb31f968d993d22380d8d0e489a9306cae2
metadata/reference_results/document_table_payload_v2.json,1917,007c5c8e035aa33413195474858e83b1ef6be9cdf5fcb775ce317baab1737768
metadata/reference_results/figure_quality_checks.csv,495,8d99e7a40993000f83c3279bc29320e549a55c4243c4c33d0159a76e250e9576
metadata/reference_results/held_out_predictions.csv,79899,864857d5a6e91204dffdbb975a87f7380cbc0c93657675f46317a95ec0a28db5
metadata/reference_results/justifications_v2.json,2010,59ae955da7bec6e3c1d8c0b808a67c85d18885c67637f49d4a3604cc2d0e12ad
metadata/reference_results/LR_calibration_fixed_bins.csv,1228,5f34e8a8e3a54d14297770ee86265e8408ea0f0f0e6975ceeabb27e51adeed58
metadata/reference_results/matched_alert_burden_analysis.csv,4594,430cfae32287e8f55ce81880ed5a55f4b8c3a8640f2e5081ebb353ff9ce1b629
metadata/reference_results/mcnemar_pairwise.csv,926,b749af0ce838d3b50d302c6a5a8f19fb2e889e6edf212a98c9d0061ab994d89c
metadata/reference_results/model_configuration_revision.csv,1804,d7113f9ca42f50e7e3ae85aaaa38e82982f93e75bb4638b6fb29bcf460def91a
metadata/reference_results/model_performance_revision.csv,990,569e1506a489d4556c241853d4adb56a03aa76d3540ff9cc9703ef7d20f729c6
metadata/reference_results/proposed_sections_v2.json,9910,3a332b7fef77a195cd058a852125dfa33ba80d22cf03838b02b8ae768b01dd35
metadata/reference_results/repeated_cv_fit_audit.json,1215718,8fcbb3f2b74a641232abf50c5de4f12ae4eb5266165afc8e179361802cbe49b6
metadata/reference_results/repeated_cv_fold_results.csv,17848,40a8e85c52c0901b6a607e23987af102d4f810719d47ce09b848614c0c5c1e85
metadata/reference_results/repeated_cv_summary.csv,553,f910b3ae15c79b7be428b543e44ee1f707d27565cf24d8ecd285b0b9cb302a41
metadata/reference_results/resampling_actual_pipeline_parameters.json,14171,83396f61e79e21e1a132e83a2c5a81130adb18c9e69af1d7be551be397148b2d
metadata/reference_results/resampling_cv_fit_audit.json,10088622,1e680deb7d5b3d5213290fe0eb3bfba8f8c1899f472e037f04dc994031bc04cb
metadata/reference_results/resampling_cv_fold_results.csv,17665,c38ec5b1ca48da0b7adb39fc1ebac3b1a979f4d51c9c8b92cb35ac5db883ba91
metadata/reference_results/resampling_cv_summary.csv,550,1b329a7a6c30bb0e0969825b50283d75010a5c725e4633c5588ebcd1ccb35c9f
metadata/reference_results/resampling_held_out_predictions.csv,61094,087c5d79f32954a3f2c8ed7a0cfdd44b9cd37e5f62e9f6e4c253e204ef9afc89
metadata/reference_results/resampling_heldout_fit_audit.json,259659,ca104fc277971a942380e8f92e3975df08b73e596881f964663a9e66cdedf565
metadata/reference_results/resampling_sensitivity_cv.csv,1024,8882497163b96764bc739e09510041fd708652f924ecf7805ca6048b42b28600
metadata/reference_results/resampling_sensitivity_test.csv,2036,d0458b44ca0bc7417cb83b618a29f2e8e820db2e990a6ee8a2092a3a5840f0b4
metadata/reference_results/reviewer_response_payload_v2.json,9928,6c228040013105bf52e59f7bddf017815501c1504b25d86e68b6f89fa2bd1e15
metadata/reference_results/run_metadata.json,6837,1f0ab450022d796f1422e1d6bc679ace030a2c235fb84497e86c673071bc1a5a
metadata/reference_results/run_metadata_sheet_v2.json,6097,0b2e722b297fe49c8a0e0fa3325468a165cd93d94646a31750b1274a4b937af6
metadata/reference_results/run_metadata_v2.json,6384,4f920d781d5105a8b1a832b0e05f4cd6848fdf7994a5ce0ff077a4897a6c8ca1
metadata/reference_results/split_assignments.csv,34324,f057d02309a68b9f5c0a9ae4cde549ea729cb0930ec5cdecf05d0d1b9016a9e8
metadata/reference_results/statistical_reverification/delong_covariance.json,784,d1348d8fbb63987da96638ab1f8e5c78739a8eea5533bc9944a5fdc14d874957
metadata/reference_results/statistical_reverification/delong_pairwise.csv,1016,ba281197aaa11f63e780276c9b4bafedf3747b2abb433315243cac55318836fc
metadata/reference_results/supplement_payload.json,142563,f19f1ff5a87bc03ddb5e0b74fdb22ede9b6b34665712dbbc15f93ce9784609ac
metadata/reference_results/supplementary_analysis_plan_v2.json,794,02d9e64e206ab12d13634c965770c0e748e3a7416e2fa92fcf477a0e13ab5320
metadata/reference_results/SVM_disagreement_records.csv,6231,dca60ee02a87ffb82a624b4963f65b8fa426bd165187a793bb95ff9fa0a78d04
metadata/reference_results/SVM_probability_check.csv,647,83364c5767e836f0d47e9f2686bb315c3c02c108501328ce2301c93f39c484b7
metadata/reference_results/table5_matched_operating_point.csv,955,0ca67607696eeb44cccb4f6841bc9a5876c88935ab56b4bd62a63c660e3ddabc
metadata/reference_results/threshold_analysis_all_models.csv,59304,0d8c95c4828d657199cef9a335d5978734cf8374feb0a833f659bfbda48fc529
metadata/reference_results/training_weight_audit.csv,240,98ad2a61ad9ad500aaefd5420980260c413a6df85754bb2c434707a622b6e0c3
metadata/reference_results/v2_starting_metric_checks.csv,2879,39023b7233baa45d8bd1c337ffc4a1f4b5ce9184acdd86d3abb933e23390ca6e
metadata/reference_results/workbook_payload_v2.json,3907771,8cdc88ad05e196288d7a0659d6a0537ed176e1c051941ae7d5754989ba2f63bd
metadata/release_validation/checks.json,843,aca50abf14f9ad4ec0131a6e05d7fe02f81c105e1b1ce178a213840b2d6fe2d7
metadata/release_validation/compileall.json,86,dd26555b1c4d6b33df6a44cb071867676ff8c96cdbfc3316222bfc8f68e54431
metadata/release_validation/compileall.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
metadata/release_validation/environment.json,979,a0ebbfe9a103fc4098614c20524cd26e5869b050fbb1e5ce722398b734643add
metadata/release_validation/exact_result_comparisons.json,1224,374e3b9e23942bdc15ce18980e8b342ccf728a75fc5bdc39440b6fec0a31554a
metadata/release_validation/figures.json,94,4b8233185009ee3b7051a067f7b58ff3d02f2ddc2aa9864bb92d6fa55fc0de69
metadata/release_validation/figures.log,564,49d245596fbe2a3bcb4d5e8689aa5a6fc8037a6f594502a40005722b77f974de
metadata/release_validation/final_static_checks.json,326,c7143ee75c95064e5b623d148e58a6e75a29ecae30b4e9e84ff08d2f9f03a157
metadata/release_validation/full_analysis.json,96,cb0f0d9054fadb082b129e5fe9c5988f59a4bbac72f40a233622ac313bb17410
metadata/release_validation/full_analysis.log,116243,c4bb61f46ba573a979c66b5b68ee358b1bac6b5b8afa451edb5e5f41f2d658cc
metadata/release_validation/imports.json,89,be04f74e0f95bf2cf1372a92ce1e71a4444a631ec1b295e8e4739660ee6a47da
metadata/release_validation/imports.log,4273,00d63e83a6938223d6f33472e5265d9d51e93d0c9e5cfadd250afa61f1739d4a
metadata/release_validation/imports_initial_missing_manifest.log,4320,b277bf7fba5c452a1e149d2d573738678bc0b92c45be6b00c248e1bfe88dd85e
metadata/release_validation/pip_check.json,80,74c22c1b5937816d9734846fb9ec2bb23bfc5aebcd59d64f52d2583bbb92301a
metadata/release_validation/pip_check.log,31,672aec65a45bed50e70229c70934a7eebf0462595c459b83023027645d57cccf
metadata/release_validation/preprocessing.json,99,a54aa29a0b615c865fe3011b17daf1977daf6919baaf8ccfe7d3ac654d7cc616
metadata/release_validation/preprocessing.log,399,2e45c9a99b8595bfdf83e8776fe0b975aff22c5fd0d4da53c3a9cbe8c146be45
metadata/release_validation/tables.json,94,b4bba3dfb4a719f0edc7498d6836b94dd7f80f3e0cdf039c66d4fc2bd7db4232
metadata/release_validation/tables.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
metadata/release_validation/tests.json,98,62995554526b3ade845b9463486a2cf3bf8a0dc4b8c515636c1b07b2eeeabed9
metadata/release_validation/tests.log,102,5102915e9c376c17bff29a3e647833f2f17840395a4b2203b67b8834c48e1103
metadata/reproducibility_notes.md,4679,79e6c007af6f3169a58374e51abd04988bc8e4a438c89fbe354570d7a3b39e79
metadata/scientific_logic_preservation.json,475,7d23f240f77973a958aa0dd7d8c63626748eeb49f76d95c13cbb8f14098259f5
metadata/source_migration_manifest.json,21685,f741ddefbe36128277c5a34a5bdf179dfa7fa131a5c0e28951a0cf359951b494
